,cat_investment,cat_size,net_assets,portfolio_stocks,portfolio_bonds,price_earnings,price_book,price_sales,price_cashflow,basic_materials,consumer_cyclical,financial_services,real_estate,consumer_defensive,healthcare,utilities,communication_services,energy,industrials,technology,label
0,1,1,4010000000000.0,100.0,0.0,12.92,1.18,0.81,5.41,7.81,17.26,11.73,3.19,9.44,7.05,1.96,4.95,1.7,20.29,14.61,0
1,1,1,8430000000000.0,99.99,0.0,12.92,1.18,0.81,5.41,7.81,17.26,11.73,3.19,9.43,7.06,1.96,4.95,1.7,20.29,14.62,0
2,1,1,3730000000000.0,99.08,0.0,12.92,1.18,0.81,5.44,7.74,17.33,11.57,3.22,9.53,7.07,1.99,4.98,1.7,20.23,14.62,0
3,-1,1,4450000000.0,18.57,0.0,12.09,1.01,0.56,3.86,6.38,13.36,14.15,0.0,10.13,11.0,3.68,10.08,8.52,18.17,4.53,0
4,1,1,1920000000.0,100.0,0.0,11.34,1.12,1.07,4.06,2.41,14.25,16.26,1.74,7.93,4.55,0.0,15.52,2.0,16.26,19.06,0
5,1,1,3260000000.0,99.9,0.0,11.34,1.12,1.07,4.07,2.44,14.26,16.25,1.74,7.91,4.56,0.0,15.52,2.0,16.32,18.99,0
6,1,0,2300000000.0,99.33,0.0,14.48,1.08,0.66,5.68,11.55,22.05,11.79,1.72,9.54,6.49,1.43,0.22,0.29,21.47,13.44,1
7,-1,1,6450000000000.0,99.06,0.0,7.04,0.97,0.66,5.15,7.83,9.27,11.88,0.0,6.35,6.11,1.31,3.04,2.35,9.38,42.47,0
8,1,1,10050000000.0,98.71,0.0,12.86,1.23,0.89,5.55,7.49,18.64,10.29,3.16,8.89,7.21,1.82,7.79,1.84,18.12,14.76,0
9,0,1,2650000000000.0,100.0,0.0,15.52,1.66,1.07,9.04,10.0,23.38,2.81,2.18,8.33,11.29,0.23,7.65,0.9,17.59,15.63,0
10,0,1,5970000000000.0,99.99,0.0,15.85,1.69,1.09,9.22,9.88,23.78,2.7,2.25,8.48,11.76,0.23,7.58,0.78,17.19,15.36,0
11,1,1,1840000000.0,98.4,0.0,10.89,1.38,1.07,4.75,7.64,9.2,35.84,4.92,7.97,5.95,2.85,0.73,1.49,13.51,9.91,-1
12,1,1,405000000.0,98.95,0.0,12.78,1.86,1.76,7.21,27.02,18.49,24.84,4.05,8.94,4.08,0.0,6.23,0.16,5.28,0.9,0
13,-1,1,1690000000.0,98.5,0.0,4.95,0.78,1.01,5.73,15.92,0.51,18.64,0.45,4.26,0.0,2.48,3.31,51.03,0.73,2.66,0
14,-1,1,3260000000.0,72.98,0.0,12.87,1.83,1.38,6.57,20.87,7.36,21.44,1.9,14.17,2.1,4.73,0.9,19.48,6.17,0.9,0
18,0,1,678050000000.0,100.0,0.0,15.85,1.69,1.09,9.22,9.88,23.78,2.7,2.25,8.48,11.76,0.23,7.58,0.78,17.19,15.36,0
19,0,1,2880000000000.0,99.36,0.0,15.84,1.69,1.09,9.21,9.8,23.73,2.66,2.28,8.57,11.79,0.24,7.74,0.77,17.06,15.36,0
20,0,0,315390000000.0,99.99,0.0,21.45,1.35,10.01,10.23,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
21,1,1,808000000.0,100.0,0.0,11.52,1.13,1.05,4.1,2.21,13.97,16.93,1.73,7.66,4.7,0.0,15.64,2.1,16.09,18.98,0
22,0,0,231380000000.0,99.36,0.0,21.42,1.35,10.02,10.27,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
23,0,1,1390000000000.0,100.0,0.0,15.52,1.66,1.07,9.04,10.0,23.38,2.81,2.18,8.33,11.29,0.23,7.65,0.9,17.59,15.63,0
30,1,1,150400000000.0,100.0,0.0,12.98,1.3,0.9,5.54,7.73,14.86,11.49,3.77,10.09,7.62,1.87,5.63,2.01,19.82,15.12,1
35,0,1,361700000000.0,98.8,0.0,18.78,2.2,1.2,8.32,11.55,20.61,2.86,2.32,7.8,9.5,0.21,7.23,0.76,19.46,17.7,0
36,1,1,480500000.0,99.98,0.0,13.1,1.49,1.11,3.33,8.92,12.19,17.85,0.92,11.14,9.99,4.33,5.19,7.34,12.55,9.56,0
39,1,-1,111610000.0,99.31,0.0,13.71,1.46,0.85,4.65,8.56,10.73,14.33,11.42,5.06,7.72,4.0,2.67,1.89,20.12,13.5,0
40,-1,1,76050000.0,99.49,0.0,12.34,1.63,1.08,4.54,9.45,10.22,19.18,0.97,16.46,11.89,3.15,3.73,17.27,6.45,1.23,0
41,1,1,178710000.0,99.94,0.0,13.92,1.51,2.21,7.09,9.46,5.74,38.43,13.65,5.33,5.66,4.44,2.69,3.1,9.65,1.85,0
44,1,1,570670000.0,100.0,0.0,17.06,3.02,2.21,12.23,2.5,12.13,15.62,2.64,7.63,15.14,3.14,3.6,5.47,10.01,22.14,0
45,1,1,1210000000.0,99.92,0.0,15.24,2.19,1.66,7.71,4.48,11.61,17.85,2.93,8.93,13.46,3.19,3.79,6.06,11.03,16.66,0
46,0,1,66250000000.0,100.0,0.0,15.65,1.63,1.06,8.98,10.51,21.52,2.78,2.41,8.56,10.41,0.23,7.03,0.76,19.0,16.79,1
47,-1,1,14020000000.0,99.9,0.0,14.7,1.55,0.74,6.36,11.57,21.06,0.0,5.63,5.95,8.68,6.81,3.77,3.44,21.41,11.69,0
59,1,1,148850000000.0,98.31,0.0,15.54,1.56,0.92,5.23,8.81,17.73,12.41,3.25,8.5,6.01,1.57,4.81,1.69,20.35,14.88,0
60,1,1,114290000000.0,99.06,0.0,15.49,1.69,1.02,5.75,9.06,15.94,12.25,4.11,9.19,6.84,1.48,4.91,1.2,20.01,15.03,0
61,1,1,220770000000.0,100.0,0.0,12.91,1.18,0.81,5.42,7.81,17.27,11.74,3.15,9.44,7.06,1.96,4.96,1.71,20.3,14.62,0
62,0,0,157110000000.0,100.0,0.0,21.46,1.35,10.01,10.23,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
63,1,1,15200000000.0,99.63,0.0,15.1,1.31,0.95,5.15,0.87,20.29,7.17,2.02,13.61,10.45,6.84,5.39,1.67,24.49,7.2,0
64,-1,1,39170000000.0,99.53,0.0,9.87,1.13,0.67,4.83,7.59,26.13,7.44,5.52,7.66,0.72,0.0,14.99,0.0,17.65,12.3,0
68,0,1,13100000000.0,99.81,0.0,19.02,5.15,3.62,14.97,0.0,19.08,1.26,0.0,6.77,9.34,0.33,4.35,0.0,3.68,55.19,0
69,1,1,16200000000.0,99.76,0.0,15.96,3.51,2.16,14.19,1.53,14.87,18.35,0.0,8.67,14.77,0.0,1.59,5.3,21.37,13.55,0
70,1,1,5860000000.0,97.69,0.0,17.06,3.01,2.22,12.96,2.44,11.75,15.89,2.39,7.87,15.55,3.25,3.56,5.59,9.98,21.73,0
74,1,1,269240000000.0,99.47,0.0,17.02,3.01,2.22,12.95,2.43,11.7,16.16,2.37,7.83,15.51,3.14,3.57,5.52,10.06,21.72,0
75,1,1,707000000.0,99.84,0.0,13.49,2.05,1.56,8.06,11.56,7.26,14.88,4.25,9.08,5.05,5.02,9.09,22.25,10.76,0.79,0
76,1,1,551000000.0,99.44,0.0,16.38,1.55,2.57,10.0,6.74,7.8,37.62,0.0,12.35,2.96,13.7,10.09,4.35,4.4,0.0,0
78,0,0,1130000000.0,99.7,0.0,15.83,2.75,1.38,3.33,0.0,4.59,0.21,0.0,0.0,22.43,0.0,2.42,0.0,0.34,70.02,1
82,1,1,15400000000.0,97.76,0.0,8.72,1.26,1.26,4.0,3.02,6.11,57.85,6.24,10.54,2.31,1.37,0.91,2.08,5.1,4.47,0
83,-1,1,87990000000.0,98.42,0.0,9.34,0.86,0.65,3.52,15.96,15.58,25.22,5.73,2.83,2.79,3.0,4.53,1.36,17.17,5.83,0
86,1,1,146960000.0,99.16,0.0,15.69,2.37,1.81,8.13,4.22,11.14,18.4,2.8,8.99,14.02,3.34,3.62,6.46,10.24,16.77,0
87,1,1,49950000000.0,98.91,0.0,10.53,1.4,1.1,4.74,8.16,11.8,22.96,3.62,6.71,3.52,2.77,4.27,7.25,5.81,23.13,1
88,1,0,492790000.0,97.55,0.0,10.54,1.67,1.84,4.8,4.3,1.04,44.8,9.37,10.56,2.74,6.11,11.63,4.08,3.88,1.5,0
89,1,1,995970000000.0,99.42,0.0,11.86,1.14,0.98,9.54,0.0,4.93,19.5,0.0,0.0,7.1,0.0,0.0,0.0,17.23,51.23,-1
90,1,1,30210000000.0,99.66,0.0,13.5,1.37,0.77,7.46,8.76,19.58,0.16,3.65,10.77,8.0,2.26,5.63,1.92,22.76,16.52,0
91,1,1,4770000000.0,99.61,0.0,16.82,3.06,2.55,13.71,0.9,12.42,17.07,0.39,9.01,15.57,1.62,4.79,5.49,7.58,25.16,0
92,1,-1,45630000000.0,99.83,0.0,15.96,1.96,1.11,8.01,4.99,13.11,17.21,8.35,3.65,14.26,3.59,1.38,3.32,14.34,15.79,0
93,-1,1,6670000000.0,98.55,0.0,17.15,3.26,2.6,13.83,0.88,4.8,2.3,0.0,21.02,21.67,8.04,7.89,21.07,7.11,5.21,1
94,1,0,3570000000.0,99.93,0.0,30.81,2.22,4.98,6.02,2.26,0.0,0.0,88.21,0.0,0.0,0.0,8.62,0.0,0.91,0.0,1
95,1,1,689500000000.0,99.99,0.0,12.99,1.3,0.9,5.53,7.72,14.85,11.48,3.82,10.08,7.62,1.87,5.63,2.01,19.81,15.12,0
96,1,1,178950000000.0,98.72,0.0,13.0,1.3,0.9,5.56,7.64,14.87,11.35,3.87,10.2,7.62,1.91,5.66,2.0,19.76,15.11,0
97,1,1,313890000000.0,99.19,0.0,15.49,1.68,1.03,5.73,8.88,15.92,12.46,4.16,8.96,6.68,1.46,4.82,1.22,20.36,15.09,0
98,1,0,169410000000.0,98.3,0.0,24.49,1.29,9.96,12.91,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
99,1,0,129310000000.0,98.59,0.0,24.77,1.38,10.15,13.47,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
100,-1,1,2840000000.0,99.95,0.0,10.51,0.88,0.68,2.5,7.72,17.74,24.74,1.83,6.2,3.83,3.56,6.34,2.41,15.64,9.99,-1
101,1,1,187340000000.0,100.0,0.0,12.76,1.28,0.88,5.45,7.7,14.68,12.0,3.73,9.92,7.53,1.84,5.78,2.26,19.46,15.11,0
102,0,1,2340000000.0,100.0,0.0,14.64,1.59,0.82,8.59,0.0,2.98,0.0,0.0,0.09,2.11,0.0,0.0,0.0,22.64,72.18,0
103,-1,1,41340000000.0,97.8,0.0,8.85,0.5,2.23,0.9,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
104,0,1,964000000.0,99.6,0.0,18.86,1.86,1.0,9.32,0.04,0.06,0.0,0.0,99.6,0.28,0.0,0.0,0.0,0.02,0.0,1
105,-1,1,284000000.0,98.36,0.0,6.9,0.82,0.43,6.67,2.53,0.0,0.0,0.0,0.0,0.0,0.41,0.0,97.06,0.0,0.0,-1
106,-1,0,1810000000.0,98.08,0.0,9.8,1.11,0.56,4.56,19.22,16.77,0.0,16.15,0.0,0.0,0.01,0.0,0.0,44.0,3.85,0
107,1,1,1900000000.0,98.55,0.0,13.74,1.47,0.98,9.32,53.44,11.7,0.0,0.0,28.5,0.66,0.0,0.0,0.0,5.1,0.6,1
108,0,1,3840000000.0,98.93,0.0,25.41,2.29,2.98,10.56,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1
109,-1,1,7170000000.0,99.4,0.0,9.29,0.96,0.53,5.59,0.0,97.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39,0.01,0
110,-1,0,764000000.0,97.87,0.0,8.38,0.67,0.37,6.04,78.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65,17.79,0
111,0,1,4660000000.0,98.96,0.0,15.12,1.42,0.94,9.41,14.59,3.55,0.0,0.0,0.0,0.0,0.0,0.0,0.25,77.43,4.18,1
112,0,1,3040000000.0,99.06,0.0,15.19,1.68,0.9,8.76,0.0,3.87,0.0,0.0,0.07,7.42,0.0,0.0,0.0,20.04,68.6,0
113,0,1,1510000000.0,98.72,0.0,16.35,1.61,1.23,9.08,0.25,17.83,3.95,0.06,1.39,0.97,0.0,34.26,0.0,17.98,23.31,0
114,-1,1,255000000.0,98.49,0.0,12.03,0.78,0.44,3.31,0.0,0.0,0.0,0.0,0.0,0.0,99.45,0.0,0.17,0.38,0.0,1
115,1,1,5540000000.0,99.38,0.0,14.52,1.35,0.93,6.6,0.0,0.0,0.0,3.71,0.0,0.0,0.0,0.0,0.02,96.27,0.0,1
116,-1,1,851000000.0,97.87,0.0,8.22,0.95,0.36,6.91,5.62,5.33,0.0,0.0,10.54,10.44,0.73,0.0,13.11,48.82,5.41,0
117,-1,1,10120000000.0,97.56,0.0,8.85,0.5,2.23,0.9,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
118,-1,1,162000000.0,96.57,0.0,10.89,0.82,0.88,4.3,0.0,0.0,97.39,0.0,0.0,0.0,0.0,0.0,0.0,2.61,0.0,0
119,1,1,1430000000.0,98.8,0.0,14.21,1.28,1.22,7.37,0.0,0.18,0.92,92.71,0.0,0.0,0.0,0.0,0.0,6.19,0.0,0
120,-1,1,495000000.0,100.0,0.0,8.47,0.93,0.49,7.52,2.21,0.0,0.0,0.0,0.0,0.0,0.39,0.0,97.39,0.0,0.0,-1
121,1,1,973000000.0,100.0,0.0,13.06,1.42,0.94,8.86,54.03,11.54,0.0,0.0,27.48,0.66,0.0,0.0,0.0,5.73,0.57,0
122,0,1,800000000.0,100.0,0.0,24.21,2.2,2.87,10.14,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1
123,-1,1,709000000.0,100.0,0.0,9.11,0.95,0.52,5.54,0.0,97.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,0.01,0
124,1,1,675000000.0,100.0,0.0,14.39,1.38,0.91,8.33,15.52,3.69,0.0,0.0,0.0,0.0,0.0,0.0,0.31,76.18,4.3,0
125,-1,1,269000000.0,100.0,0.0,11.33,0.75,0.42,3.19,0.0,0.0,0.0,0.0,0.0,0.0,99.49,0.0,0.17,0.34,0.0,0
126,1,1,456000000.0,100.0,0.0,13.71,1.29,0.89,6.3,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.03,96.27,0.0,0
127,-1,1,849000000.0,100.0,0.0,8.3,0.96,0.36,7.01,5.75,5.13,0.0,0.0,10.73,9.81,0.71,0.0,13.61,48.99,5.27,-1
128,-1,1,1350000000.0,100.0,0.0,9.18,0.51,2.29,0.94,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
129,-1,1,367000000.0,100.0,0.0,10.6,0.85,0.76,4.38,0.0,0.0,97.61,0.02,0.0,0.0,0.0,0.0,0.0,2.37,0.0,-1
130,1,1,275000000.0,100.0,0.0,13.72,1.23,1.18,7.06,0.0,0.21,0.88,92.69,0.0,0.0,0.0,0.0,0.0,6.22,0.0,0
131,-1,1,296000000.0,100.0,0.0,10.26,0.99,0.63,7.4,12.5,5.13,21.97,10.13,11.64,0.0,0.0,0.0,10.44,18.09,10.1,0
138,-1,1,19040000000.0,99.11,0.0,11.99,1.14,1.03,4.81,6.1,18.56,13.12,12.79,19.65,5.28,0.25,5.21,1.0,14.5,3.53,0
140,-1,1,79620000.0,97.21,0.0,10.24,1.61,1.11,5.35,16.59,0.42,22.46,7.13,4.52,0.0,7.69,8.85,31.58,0.0,0.77,0
147,0,1,108380000.0,98.8,0.0,16.21,2.41,1.84,9.44,14.11,9.18,0.0,0.0,7.94,17.79,7.26,9.99,3.92,14.46,15.36,0
148,1,1,4430000000.0,99.56,0.0,11.84,1.38,1.15,5.41,5.01,12.82,23.75,6.8,5.36,2.7,3.01,4.15,4.22,6.8,25.38,0
150,1,1,172150000.0,99.63,0.0,14.69,1.98,1.4,6.8,4.85,11.82,16.88,3.7,8.16,11.86,2.28,3.79,5.81,12.16,18.68,0
151,1,1,57110000.0,99.87,0.0,15.63,2.62,1.22,8.24,0.51,27.33,11.66,0.48,12.52,5.08,13.51,6.57,0.54,10.71,11.08,0
152,0,0,14020000.0,99.82,0.18,15.61,1.9,1.45,9.47,0.83,18.31,0.0,0.0,60.57,20.3,0.0,0.0,0.0,0.0,0.0,0
153,-1,1,117740000.0,93.73,0.0,11.97,1.63,0.9,6.73,7.8,12.77,14.48,3.45,6.0,14.76,5.07,2.54,4.55,12.07,16.51,0
154,1,1,10140000000.0,99.42,0.0,14.92,1.99,1.47,7.03,4.91,11.54,18.02,3.25,8.69,11.53,3.32,3.93,6.24,10.06,18.52,0
155,1,1,4160000000.0,99.81,0.0,18.12,2.28,1.86,10.27,2.47,8.48,15.77,9.39,13.87,12.45,8.57,8.86,1.26,12.76,6.11,0
156,1,1,3660000000.0,99.1,0.0,12.91,1.43,1.09,5.75,7.77,11.13,21.69,3.57,10.24,8.32,3.3,4.07,7.44,10.48,11.99,0
157,-1,1,18850000.0,100.0,0.0,12.22,1.0,1.05,3.41,6.6,30.44,22.56,0.0,1.45,4.11,0.45,6.6,3.97,2.43,21.39,0
158,1,1,36380000.0,100.0,0.0,12.75,1.24,1.24,5.48,6.24,7.75,23.5,0.0,11.57,18.82,1.06,4.01,16.1,1.98,8.98,0
159,-1,1,137900000.0,100.0,0.0,12.58,1.63,1.32,4.87,6.29,22.82,19.19,0.0,4.8,0.41,0.94,10.4,11.86,0.55,22.75,0
160,1,1,11580000.0,100.0,0.0,13.14,1.41,1.33,7.57,4.85,2.72,21.33,0.0,14.01,20.82,1.29,4.98,19.5,1.41,9.08,0
162,1,0,58470000.0,99.96,0.0,12.89,1.74,2.04,5.16,20.66,3.82,35.41,1.33,8.91,0.92,0.0,12.7,7.2,0.65,8.39,0
163,1,1,11080000.0,100.0,0.0,9.63,1.39,1.35,5.25,2.63,5.01,54.45,6.33,14.41,2.45,1.23,0.95,1.58,7.0,3.94,1
167,0,0,163200000.0,1.75,98.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0
171,0,0,22510000.0,99.83,0.0,16.1,1.58,1.61,7.03,5.93,33.47,13.09,1.14,8.25,0.0,8.55,3.99,19.5,1.37,4.7,0
174,1,1,1090000000.0,99.5,0.0,11.7,1.35,1.52,5.06,4.17,3.08,31.99,4.85,0.62,0.87,2.25,4.64,3.42,1.59,42.54,0
175,0,1,145840000.0,96.5,0.0,17.72,2.73,1.79,9.87,2.01,8.48,16.12,0.7,8.56,9.18,1.78,1.25,6.21,12.92,32.8,0
176,1,-1,78070000.0,99.95,0.0,15.04,1.99,0.8,8.32,0.0,1.96,9.47,0.0,0.0,0.0,0.0,0.0,0.0,83.13,5.44,-1
178,0,1,20180000.0,99.94,0.0,18.85,3.22,2.81,12.33,0.0,19.48,15.42,0.0,10.68,12.72,2.61,2.86,2.65,7.9,25.69,0
179,1,1,7060000.0,31.36,13.96,16.14,2.06,1.3,7.91,2.72,14.71,11.26,2.07,2.87,9.72,9.5,3.67,14.02,13.15,16.3,0
180,-1,0,19970000.0,100.0,0.0,12.33,1.32,2.13,7.71,1.95,1.99,33.67,28.6,1.32,2.24,14.82,0.8,8.65,2.69,3.28,0
181,-1,1,11010000.0,99.69,0.0,15.21,1.99,1.52,7.15,1.1,10.57,23.24,9.57,5.13,11.09,10.89,11.06,5.32,8.85,3.19,0
183,-1,0,9220000000.0,99.89,0.0,13.76,1.73,0.73,5.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0
186,-1,0,473040000.0,99.98,0.0,12.86,1.64,0.55,4.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0
187,-1,1,956070000.0,0.73,97.28,9.66,0.48,1.69,0.47,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
188,1,1,931310000.0,78.77,18.1,14.89,1.91,1.4,7.25,5.41,11.72,17.68,3.85,8.52,11.43,3.31,3.48,6.07,11.35,17.19,0
189,1,1,488240000.0,29.0,61.65,14.89,1.91,1.4,7.24,5.41,11.71,17.69,3.85,8.52,11.43,3.31,3.48,6.07,11.35,17.19,0
190,1,1,1030000000.0,38.81,53.13,14.89,1.91,1.4,7.25,5.41,11.72,17.69,3.85,8.51,11.43,3.31,3.48,6.07,11.35,17.19,0
191,1,1,1270000000.0,58.66,35.82,14.89,1.91,1.4,7.25,5.41,11.72,17.68,3.85,8.52,11.43,3.31,3.48,6.07,11.35,17.19,0
193,0,0,101660000.0,99.8,0.0,15.97,1.59,1.61,7.03,5.92,33.52,13.09,1.14,8.22,0.0,8.53,3.98,19.52,1.36,4.7,0
194,0,-1,393870000.0,99.82,0.0,31.94,4.65,2.97,16.27,0.0,0.0,0.0,0.0,0.0,87.25,0.0,0.0,0.0,0.0,12.75,1
195,0,0,1620000000.0,99.82,0.0,40.72,4.21,3.13,22.4,0.0,10.64,4.28,2.21,0.0,35.35,0.0,0.0,0.0,1.58,45.94,0
196,0,1,175340000.0,99.94,0.0,28.93,3.6,2.78,17.15,0.0,20.04,0.0,0.0,0.0,5.63,0.0,0.0,0.0,10.77,63.55,-1
197,0,1,502790000.0,99.95,0.0,49.27,6.04,4.92,26.1,0.0,20.27,10.4,2.88,0.0,3.94,0.0,0.0,0.0,0.0,62.51,0
198,-1,1,20690000.0,99.98,0.0,13.54,1.63,2.11,6.89,5.91,3.22,49.93,6.03,7.68,2.8,3.1,11.24,6.85,3.22,0.0,0
199,1,1,10150000.0,98.89,0.0,17.72,1.5,1.97,7.05,4.81,0.32,0.09,40.66,1.56,1.52,12.58,13.83,7.34,17.29,0.01,0
200,1,1,2240000000.0,99.99,0.0,12.25,1.57,1.2,5.54,7.55,8.47,34.08,4.6,9.54,6.26,2.59,0.66,1.43,13.88,10.93,1
201,0,0,75270000.0,99.5,0.0,13.91,1.67,1.11,6.19,14.37,12.52,3.27,6.08,5.6,10.43,3.16,0.62,1.41,19.88,22.65,1
202,1,1,140670000.0,100.0,0.0,11.83,1.49,1.19,5.33,6.62,8.29,34.11,5.5,12.66,4.83,3.3,1.18,1.78,14.03,7.7,1
205,-1,1,20150000.0,100.0,0.0,15.07,1.86,1.24,7.23,16.44,14.96,22.45,0.0,8.61,6.46,3.67,4.28,4.02,11.23,7.89,0
206,-1,1,33700000.0,99.65,0.0,12.24,1.42,1.22,5.31,13.36,5.92,21.61,4.28,5.7,1.43,5.0,9.13,7.13,5.88,20.57,0
207,1,1,9020000.0,99.44,0.0,14.55,1.61,1.38,7.68,1.65,7.51,24.55,3.32,10.59,5.39,7.71,10.22,2.44,10.92,15.71,0
211,0,-1,28510000.0,99.65,0.0,6.86,2.98,3.87,6.12,0.48,0.0,0.0,0.0,0.0,99.52,0.0,0.0,0.0,0.0,0.0,1
212,1,1,3190000000.0,99.63,0.0,13.5,1.55,1.11,7.79,7.93,10.3,18.12,1.66,14.94,13.71,4.17,3.39,8.07,11.99,5.72,0
213,0,1,410660000.0,99.95,0.0,16.3,3.27,5.06,13.32,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0
214,0,0,38060000.0,99.56,0.0,20.59,4.24,2.54,7.81,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0
215,1,1,25050000.0,99.39,0.55,12.25,1.95,2.06,5.36,8.15,4.4,42.57,4.22,8.19,3.49,4.41,13.35,5.48,2.12,3.62,0
216,1,1,28020000.0,99.85,0.0,16.93,2.92,1.99,8.51,2.51,12.18,15.17,2.62,7.58,14.2,3.31,3.57,5.36,10.19,23.3,0
218,1,0,151060000.0,21.5,27.91,9.62,1.65,1.04,7.32,1.94,2.51,30.57,4.37,22.27,5.7,2.49,6.72,2.69,8.26,12.48,0
226,0,1,71560000.0,100.0,0.0,24.75,5.55,4.25,20.55,0.0,12.45,7.79,0.0,8.09,24.26,7.71,0.0,0.0,4.06,35.65,0
227,1,1,6890000.0,99.78,0.0,13.8,2.5,1.52,6.9,2.78,15.99,16.84,0.0,18.67,9.55,0.0,0.0,12.87,13.88,9.43,0
228,0,0,17670000.0,99.94,0.0,21.19,3.04,1.33,11.77,0.0,69.8,0.0,0.0,22.83,7.05,0.0,0.0,0.0,0.0,0.32,0
229,0,0,160460000.0,99.75,0.0,12.65,2.21,1.41,6.3,6.36,14.47,17.97,1.29,3.02,9.8,1.02,0.0,10.56,16.45,19.05,-1
230,0,0,246590000.0,68.89,0.0,13.87,3.96,4.19,12.7,0.02,0.0,0.0,0.0,0.0,99.98,0.0,0.0,0.0,0.0,0.0,-1
231,0,1,54770000.0,100.0,0.0,18.86,3.37,2.11,5.92,3.73,5.53,1.96,6.87,2.68,14.76,10.79,2.29,6.76,29.05,15.57,0
232,1,1,152310000.0,99.98,0.0,8.96,1.31,0.89,4.47,7.73,18.06,21.91,1.2,7.13,5.48,2.73,1.94,6.9,6.58,20.35,0
236,-1,-1,200770000.0,97.79,0.0,10.03,1.06,5.66,5.28,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
237,1,1,27530000.0,100.0,0.0,17.31,1.89,1.69,2.85,0.0,84.51,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,8.09,-1
238,1,1,307300000.0,99.67,0.0,10.64,1.49,1.22,4.14,6.45,15.92,24.69,3.99,5.87,2.6,2.74,3.83,11.51,4.53,17.88,0
240,0,1,76410000.0,99.77,0.0,14.57,1.98,1.56,7.38,0.0,8.57,32.42,0.0,1.3,0.0,0.0,3.3,0.0,2.89,51.52,0
241,1,1,136960000.0,100.0,0.0,15.5,1.95,1.29,6.59,13.1,11.2,11.51,6.93,4.67,8.37,5.29,0.64,9.03,20.08,9.19,0
243,0,1,109600000.0,99.58,0.0,14.31,1.84,1.83,11.69,0.0,10.07,27.71,0.0,0.0,0.0,0.0,4.88,0.0,0.0,57.34,0
252,1,0,3910000.0,99.84,0.0,15.95,1.58,0.92,5.39,13.42,0.0,0.0,0.0,0.0,1.92,0.0,0.0,44.15,35.0,5.52,0
254,0,0,4960000.0,99.93,0.0,25.28,2.94,2.91,10.07,1.45,14.35,9.42,14.32,1.92,13.76,0.0,0.86,3.19,5.96,34.77,0
255,0,1,1590000000.0,99.85,0.0,20.75,2.38,1.72,18.42,0.0,0.0,0.0,0.0,0.0,13.57,0.0,0.0,1.53,38.86,46.03,0
256,1,0,90160000.0,98.25,0.0,13.17,1.71,0.95,6.71,7.78,23.47,1.7,5.7,5.76,7.9,23.59,3.72,2.09,9.76,8.53,-1
257,1,1,5070000.0,99.78,0.0,13.34,1.91,1.13,6.26,5.94,10.83,10.52,0.0,16.58,7.91,3.42,3.68,15.05,13.58,12.49,0
258,1,1,255210000.0,99.53,0.0,8.96,1.25,1.47,2.97,5.33,6.56,36.13,4.35,1.78,0.55,0.52,6.82,17.85,0.75,19.36,1
259,1,1,501230000.0,54.24,0.0,11.78,1.97,1.37,3.29,16.14,7.91,35.97,1.44,10.57,0.73,5.55,2.38,13.62,4.75,0.94,-1
279,1,0,51630000.0,47.5,0.0,17.64,2.44,1.65,11.06,4.48,15.71,11.89,13.12,6.53,10.69,4.62,0.51,5.1,14.44,12.92,0
280,0,0,57340000.0,99.79,0.0,27.69,3.73,2.47,11.57,0.03,0.0,0.13,0.0,0.0,98.56,0.0,0.0,0.0,0.0,1.28,0
