,cat_investment,cat_size,net_assets,portfolio_stocks,portfolio_bonds,price_earnings,price_book,price_sales,price_cashflow,basic_materials,consumer_cyclical,financial_services,real_estate,consumer_defensive,healthcare,utilities,communication_services,energy,industrials,technology,label
282,-1,-1,2040000.0,99.5,0.0,9.25,1.15,0.34,3.94,8.39,25.62,18.41,0.21,5.17,3.94,0.0,1.62,5.43,18.63,12.57,-1
283,-1,-1,946990.0,99.04,0.0,10.53,1.19,0.32,2.67,18.4,27.17,0.0,0.0,3.65,0.0,0.0,0.0,27.9,16.24,6.63,-1
284,0,1,8680000.0,99.88,0.0,14.76,3.18,1.65,8.17,0.0,12.05,11.98,1.05,8.57,20.7,0.0,4.79,2.3,11.26,27.3,1
285,-1,1,11000000.0,99.9,0.0,13.7,3.05,1.5,8.09,1.89,26.44,13.08,0.0,28.85,3.65,0.0,4.26,2.02,5.84,13.98,0
286,-1,1,4940000.0,86.37,0.0,12.28,1.62,0.54,3.62,0.0,7.43,27.76,1.28,1.09,27.06,0.0,3.04,6.33,8.04,17.97,0
292,0,1,94430000.0,96.18,0.0,19.8,3.61,2.33,5.8,4.12,12.25,7.94,1.11,3.47,19.32,0.0,4.25,3.63,9.21,34.71,0
293,-1,-1,47690000.0,99.87,0.0,12.76,1.58,0.47,3.74,11.28,29.85,0.0,0.0,3.43,10.27,0.0,0.0,2.34,26.04,16.79,-1
296,-1,1,19710000.0,99.92,0.0,7.13,0.79,0.37,4.2,0.0,99.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,-1
297,1,1,239590000.0,99.9,0.0,16.4,2.92,1.88,8.03,2.5,12.06,15.45,2.53,7.68,14.24,3.34,3.57,5.46,10.13,23.04,0
306,1,1,83600000.0,99.04,0.0,17.3,3.44,2.17,11.02,2.28,7.31,15.08,0.0,17.13,15.16,4.57,1.96,5.86,16.12,14.53,0
307,-1,1,707730000.0,99.46,0.0,13.06,1.9,1.33,4.42,3.17,12.78,21.89,0.0,13.23,2.64,22.42,2.35,7.32,8.29,5.9,0
308,-1,1,300980000.0,99.47,0.0,13.06,1.9,1.33,4.42,3.17,12.78,21.89,0.0,13.23,2.64,22.42,2.35,7.32,8.29,5.9,0
310,0,-1,36470000.0,1.65,74.32,13.87,1.78,0.85,3.93,6.23,8.82,11.34,1.26,2.64,5.09,6.22,0.23,24.56,23.06,10.54,0
311,1,1,497740000.0,99.29,0.0,10.49,1.4,1.08,4.29,6.14,13.21,21.12,3.31,5.81,3.46,2.36,4.35,5.18,5.31,29.76,1
314,1,-1,650430000.0,98.87,0.0,13.71,1.44,0.86,4.61,7.95,10.81,14.69,11.41,5.14,7.74,4.03,2.67,1.92,20.21,13.42,-1
316,-1,1,34650000.0,98.7,0.0,9.28,1.19,0.72,4.22,18.32,8.03,19.99,2.52,8.14,0.84,12.97,8.16,3.4,3.42,14.21,0
317,1,1,18170000.0,99.3,0.0,12.82,1.57,0.92,6.04,11.85,11.72,22.35,2.29,11.27,4.24,7.53,5.29,3.35,11.3,8.8,0
318,1,1,689970000.0,99.71,0.0,16.04,2.67,1.64,8.05,4.47,15.15,18.16,0.51,8.49,10.38,6.74,1.25,3.4,18.27,13.18,0
319,1,1,886440000.0,99.7,0.0,16.04,2.67,1.64,8.05,4.47,15.15,18.16,0.51,8.49,10.38,6.74,1.25,3.4,18.26,13.19,0
320,1,0,601910000.0,99.88,0.0,18.85,2.4,1.6,10.02,7.33,0.5,0.0,0.12,0.0,5.98,40.12,0.0,0.0,45.17,0.77,0
322,1,1,149510000.0,70.07,0.0,12.24,1.57,1.2,5.56,7.56,8.48,34.1,4.61,9.55,6.27,2.6,0.66,1.43,13.81,10.94,1
323,-1,0,1050000.0,46.52,0.0,10.56,1.3,0.7,4.16,4.26,14.88,13.07,11.34,5.78,10.3,4.89,1.42,5.07,13.83,15.17,0
324,1,1,6160000.0,100.0,0.0,16.36,3.12,2.06,5.1,1.03,16.59,19.83,3.05,4.16,16.73,2.02,1.92,0.0,10.33,24.34,0
325,-1,1,2440000.0,100.0,0.0,7.94,0.97,0.63,2.52,31.96,0.0,0.0,0.0,0.0,0.0,4.29,0.0,60.02,3.73,0.0,0
326,-1,1,2210000.0,99.96,0.0,8.7,0.98,0.62,3.73,0.0,0.08,4.79,5.37,0.0,0.0,0.0,0.0,0.0,89.26,0.5,0
327,1,1,2530000.0,99.89,0.0,7.47,0.94,0.43,1.9,94.03,0.85,0.0,0.0,0.0,0.0,0.0,0.0,5.12,0.0,0.0,0
328,0,0,154030000.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,82.07,0.0,0.0,11.27,0.0,0.0,0.0,0.0,0.1,6.56,0
329,-1,1,100050000.0,100.0,0.0,7.63,0.94,1.38,2.48,0.06,0.0,99.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
330,0,0,3500000.0,99.99,0.0,15.66,1.72,1.35,8.85,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1
331,0,0,807510000.0,99.9,0.0,24.81,4.52,2.97,16.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,15.5,84.35,0
332,-1,1,42150000.0,99.5,0.0,10.99,1.28,0.82,4.85,10.1,9.88,25.03,0.0,5.22,1.02,12.67,15.15,10.96,9.37,0.6,0
333,1,1,43210000.0,99.53,0.0,12.95,1.45,1.02,5.99,7.62,10.41,21.21,4.59,12.12,7.03,5.4,4.52,4.2,16.57,6.33,0
334,1,1,136110000.0,99.26,0.0,12.95,1.45,1.02,6.0,7.62,10.51,21.21,4.59,12.06,6.99,5.4,4.54,4.2,16.57,6.3,0
336,0,1,49250000.0,65.08,0.0,32.6,4.75,1.39,9.72,0.0,89.25,0.0,0.0,6.12,0.0,0.0,0.0,0.0,0.0,4.63,0
337,-1,1,300380000.0,99.98,0.0,11.85,1.7,1.11,6.56,1.52,7.57,33.16,0.0,6.07,22.81,3.01,0.0,2.97,6.08,16.8,0
340,1,1,53380000.0,99.57,0.0,14.15,1.89,1.16,6.48,14.5,9.19,13.34,2.64,33.26,0.0,1.58,17.5,0.0,7.99,0.0,-1
342,-1,1,87460000.0,99.43,0.0,9.75,1.06,0.63,1.99,0.39,15.55,35.39,0.0,1.38,0.89,19.04,2.04,14.11,7.08,4.11,0
343,1,1,423030000.0,99.64,0.0,11.16,1.44,1.18,4.47,4.53,16.59,24.91,5.96,6.91,3.77,2.67,3.71,3.4,8.79,18.76,1
344,0,0,40020000.0,99.87,0.0,15.0,2.81,4.68,16.19,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,-1
346,1,1,1410000.0,100.0,0.0,11.87,1.52,1.26,5.64,6.85,7.12,34.18,5.37,13.29,5.09,3.53,1.22,1.77,12.72,8.85,1
347,0,1,26540000000.0,99.24,0.0,15.87,1.7,1.09,9.21,9.91,23.77,2.66,2.26,8.49,11.78,0.24,7.59,0.76,17.19,15.35,0
348,0,1,36400000.0,99.61,0.02,19.92,3.04,2.41,13.88,6.72,11.79,5.9,1.31,11.62,13.67,0.0,0.0,0.0,17.32,31.68,1
350,1,1,126170000.0,99.73,0.0,11.29,1.45,1.16,5.21,6.59,8.27,34.11,5.47,12.61,4.77,3.27,1.19,1.82,14.17,7.73,1
355,1,1,384300000.0,26.94,0.0,14.99,1.7,0.95,6.54,46.28,0.0,0.0,0.0,3.54,0.0,0.02,0.0,42.78,7.38,0.0,0
356,1,0,67890000.0,99.85,0.0,12.84,1.02,0.75,3.54,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
360,-1,1,241150000.0,99.93,0.0,10.99,2.2,0.85,5.92,7.04,22.43,1.69,0.21,5.17,15.8,0.0,1.87,7.17,5.11,33.5,0
362,1,1,56540000.0,17.24,38.31,16.7,2.39,1.47,8.04,3.58,12.29,15.7,5.14,6.0,14.43,3.51,2.64,4.48,11.73,20.49,0
363,1,1,1560000000.0,98.99,0.0,13.92,1.51,2.22,7.11,9.41,5.66,38.35,13.56,5.32,5.76,4.41,2.69,3.29,9.68,1.86,0
364,0,0,537490000.0,99.96,0.0,0.0,0.0,0.0,0.0,1.3,22.25,0.0,0.0,0.0,0.0,0.46,0.0,0.0,1.24,74.75,0
365,-1,1,20140000.0,99.99,0.0,10.36,1.36,0.34,6.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0
366,1,1,425020000.0,99.52,0.0,14.89,2.0,1.53,7.43,3.82,11.71,19.67,3.21,8.96,11.52,2.95,3.89,4.59,11.35,18.32,0
368,1,0,9640000.0,97.61,1.49,16.85,1.36,0.56,7.31,12.87,0.0,0.0,0.0,75.07,0.0,0.0,0.0,0.0,11.09,0.96,0
371,1,-1,35950000.0,99.52,0.01,14.17,1.67,0.9,6.73,8.55,16.43,23.65,1.13,6.16,5.48,2.15,0.87,4.69,20.22,10.67,-1
372,-1,-1,65740000.0,99.44,0.0,13.61,1.73,1.0,5.59,8.83,17.19,23.66,1.78,7.74,1.03,5.54,2.73,3.3,23.03,5.19,-1
373,1,1,685410000.0,99.61,0.0,13.21,1.69,1.75,5.35,9.24,4.14,41.51,0.73,5.0,0.9,2.11,3.25,19.59,9.08,4.44,0
374,1,0,148610000.0,99.81,0.0,14.58,1.72,0.91,4.73,14.02,12.87,17.99,9.43,5.98,0.7,0.0,3.92,4.45,7.21,23.43,0
375,1,-1,108660000.0,99.43,0.01,14.17,1.67,0.9,6.73,8.55,16.43,23.65,1.13,6.16,5.48,2.15,0.87,4.69,20.22,10.67,-1
376,-1,1,43910000.0,91.87,0.0,6.24,0.9,0.63,4.78,7.43,8.83,12.46,0.0,5.8,5.79,1.18,1.13,2.32,7.8,47.26,1
377,1,1,791480000.0,79.33,0.0,15.83,2.41,1.53,6.14,2.25,14.44,16.38,5.06,5.71,11.26,4.61,2.32,6.73,10.96,20.29,0
378,-1,-1,336860000.0,100.0,0.0,11.68,1.31,0.45,4.03,8.86,16.33,18.3,5.15,4.16,3.92,0.49,0.26,0.13,22.56,19.83,-1
380,-1,1,268990000.0,99.96,0.0,5.09,0.85,0.92,7.15,13.33,0.0,19.89,0.0,4.48,0.0,0.0,2.16,60.13,0.0,0.0,0
381,1,1,3640000000.0,99.53,0.0,13.1,1.49,1.11,3.33,8.92,12.18,17.87,0.92,11.14,9.98,4.33,5.19,7.34,12.55,9.56,0
382,0,-1,126050000.0,97.98,0.0,13.41,1.76,1.03,8.14,6.16,20.21,16.47,7.83,7.35,5.7,1.48,1.26,2.85,23.09,7.61,-1
383,-1,1,437170000.0,97.38,0.0,12.34,1.63,1.08,4.55,9.46,10.22,19.17,0.97,16.46,11.88,3.15,3.72,17.27,6.46,1.24,0
385,1,1,161310000.0,71.2,0.0,15.98,3.85,1.69,13.32,0.0,0.0,0.0,0.0,0.0,99.46,0.0,0.0,0.0,0.0,0.54,0
386,1,-1,584240000.0,99.66,0.0,16.39,2.06,1.29,9.06,5.46,13.22,15.46,11.76,3.64,13.05,2.63,1.1,4.22,13.72,15.74,0
387,-1,0,164660000.0,99.92,0.0,12.72,1.62,0.88,5.88,53.49,40.44,0.0,1.39,0.0,0.0,0.0,0.0,0.0,4.68,0.0,0
388,-1,0,225580000.0,75.83,10.14,11.75,1.44,0.79,5.05,7.5,12.21,28.48,13.96,1.43,2.29,2.22,4.85,17.38,6.21,3.47,0
389,-1,1,7680000.0,19.6,75.33,14.87,2.2,1.7,7.74,0.0,0.0,0.0,4.92,10.1,6.77,13.26,8.28,23.03,6.28,27.36,0
390,0,0,3990000000.0,13.6,0.0,0.0,0.0,0.0,0.0,4.33,0.0,64.0,0.0,0.0,0.0,25.49,0.0,0.0,6.18,0.0,0
391,0,0,72770000.0,34.97,0.0,0.0,0.0,0.0,0.0,0.0,29.37,3.3,0.0,4.11,0.0,0.0,0.0,0.0,1.46,61.74,0
392,1,1,1720000000.0,99.55,0.0,12.75,1.42,1.09,5.81,7.61,11.05,21.57,2.92,10.2,8.3,3.26,4.35,7.61,11.15,11.99,0
393,0,1,16200000.0,99.03,0.97,18.08,3.19,2.87,13.95,10.79,7.62,28.38,0.0,15.53,13.18,0.0,0.0,0.0,12.29,12.21,0
394,0,1,143700000.0,100.0,0.0,12.58,2.11,1.49,6.18,2.04,26.57,13.6,7.32,7.62,7.48,0.81,0.0,0.16,3.25,31.16,1
396,-1,0,255320000.0,99.93,0.0,15.34,1.87,1.82,7.92,5.87,9.49,27.29,16.11,3.52,4.16,9.18,0.0,4.87,14.9,4.61,0
398,-1,0,47960000.0,69.99,12.01,14.54,1.73,1.77,5.95,6.33,7.13,25.96,25.28,2.37,9.72,2.35,2.11,7.82,3.39,7.53,0
400,1,1,14200000.0,99.96,0.0,10.5,1.4,0.77,6.31,12.96,16.19,16.27,2.3,3.08,11.72,3.48,5.75,0.0,14.22,14.04,0
402,1,1,100270000.0,48.45,0.0,12.83,1.42,1.1,5.8,7.92,11.02,21.6,3.58,10.1,8.45,3.22,4.12,7.26,10.92,11.81,0
406,1,1,4890000000.0,48.65,0.0,13.53,1.42,1.08,6.77,7.78,11.5,18.86,3.93,11.93,11.36,3.7,3.99,5.97,13.21,7.77,0
407,1,1,117640000.0,45.57,0.0,11.3,1.42,1.1,4.43,7.63,11.63,24.17,3.26,6.59,2.5,2.48,4.57,7.89,4.9,24.39,0
408,1,1,812650000.0,49.07,0.0,13.49,1.55,1.11,7.71,7.79,10.51,18.15,1.51,14.88,13.63,4.19,3.48,8.21,11.79,5.88,0
409,1,1,31420000.0,49.65,0.0,13.09,1.47,0.99,7.22,7.45,13.53,17.21,3.19,10.52,8.11,6.02,3.9,5.22,14.63,10.22,0
410,1,1,22910000.0,48.46,0.0,11.9,1.36,0.83,7.1,10.32,17.95,16.06,4.23,3.59,11.83,3.87,5.52,0.0,13.05,13.57,0
411,1,1,547340000.0,46.28,0.0,12.84,1.11,0.8,4.96,6.68,16.51,10.9,4.63,8.78,8.23,2.06,6.16,1.76,19.17,15.11,0
412,-1,1,5440000.0,99.96,0.0,8.37,0.86,0.58,3.59,8.36,11.17,13.12,0.0,6.77,5.92,1.26,1.24,2.14,9.28,40.74,0
416,1,1,2130000.0,99.81,0.0,12.82,1.31,0.95,6.02,9.71,9.74,19.62,1.27,18.03,9.8,3.25,3.16,18.03,6.06,1.33,0
419,1,1,5440000.0,96.1,0.0,13.75,1.41,1.08,6.59,7.92,8.41,16.38,5.6,10.09,5.64,10.54,11.73,8.23,9.85,5.6,0
422,-1,1,2610000.0,100.0,0.0,11.63,0.95,0.65,4.1,8.05,20.09,15.79,2.75,7.7,6.38,1.78,8.76,0.87,17.98,9.84,0
423,-1,-1,29930000.0,99.32,0.0,11.92,1.17,0.68,5.88,7.89,18.68,15.22,7.65,8.0,3.87,3.21,3.37,1.78,21.92,8.42,0
424,1,1,363910000.0,40.45,0.0,15.76,3.24,1.92,11.56,1.39,15.08,18.19,0.0,8.16,13.39,0.0,1.54,5.33,22.41,14.51,0
426,-1,1,227880000.0,99.28,0.62,12.66,1.3,0.98,5.68,7.06,10.97,22.26,2.88,10.77,8.75,5.84,8.1,8.01,11.63,3.73,0
428,1,1,86740000.0,99.54,0.0,14.24,1.37,0.83,7.85,8.76,11.93,6.1,15.93,10.6,4.5,9.06,3.46,4.72,20.45,4.5,0
429,1,1,209770000.0,100.0,0.0,17.72,3.1,2.13,12.47,3.97,8.16,17.69,6.03,9.2,19.44,6.11,1.05,1.01,19.4,7.95,0
430,1,1,8180000.0,98.51,0.0,13.48,1.42,1.09,6.83,7.78,11.5,19.64,3.95,11.94,10.62,3.73,3.99,5.96,13.14,7.77,0
431,-1,1,2160000000.0,99.68,0.0,8.58,1.16,0.75,3.54,17.18,6.15,21.25,4.39,4.68,0.73,4.54,10.21,15.97,3.77,11.15,0
432,-1,1,6120000.0,99.75,0.0,10.68,1.3,0.78,5.05,12.72,9.3,11.64,7.23,9.13,3.03,8.43,6.65,10.48,11.41,9.97,0
433,-1,-1,2090000000.0,100.0,0.0,14.9,1.65,0.72,6.19,9.37,21.9,11.29,13.99,5.96,1.92,7.19,2.04,3.04,16.89,6.41,-1
434,1,-1,9910000.0,99.23,0.0,14.52,1.58,0.91,6.05,5.02,15.28,23.63,11.76,3.91,6.7,3.0,1.04,2.99,14.9,11.77,-1
436,1,0,205040000.0,99.83,0.0,16.63,2.83,1.29,8.54,3.82,18.08,10.84,6.07,9.06,9.0,8.84,0.62,2.39,17.04,14.25,0
437,-1,1,92230000.0,98.85,0.41,12.48,1.59,1.25,6.0,4.29,5.93,17.53,7.71,13.03,7.57,9.07,9.74,12.27,5.47,7.38,0
438,1,1,4050000.0,98.43,0.0,12.79,1.13,0.81,5.03,6.69,16.58,10.93,4.68,8.71,8.17,2.09,6.05,1.77,19.13,15.19,0
439,1,1,2690000.0,98.68,0.0,12.88,1.49,1.0,7.3,7.42,13.88,19.96,2.19,11.25,5.79,6.27,4.07,5.63,13.92,9.62,0
440,1,-1,667380000.0,99.35,0.0,12.02,1.4,0.66,5.55,6.59,19.37,14.0,6.57,10.21,1.93,2.82,3.01,1.24,26.37,7.9,0
441,1,1,57690000.0,80.13,0.0,17.58,3.67,1.66,14.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.01,6.99,-1
442,-1,-1,616290000.0,99.99,0.0,12.32,0.89,0.48,5.71,13.3,23.76,8.79,2.35,7.19,5.11,1.49,0.27,0.82,23.9,13.01,0
443,0,1,4990000.0,61.51,11.82,16.75,3.84,1.81,10.27,6.34,16.83,22.95,0.0,4.55,4.53,1.39,0.0,3.1,23.67,16.63,0
444,-1,1,139240000.0,100.0,0.0,11.8,1.2,2.07,4.02,0.0,0.0,96.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,0
452,0,1,69190000.0,99.67,0.0,11.73,1.89,1.24,5.44,9.99,12.56,13.78,6.01,11.64,3.93,2.95,1.28,6.15,8.79,22.92,0
453,-1,1,6580000000.0,99.7,0.0,15.14,2.87,1.76,7.25,2.41,8.95,19.24,0.05,11.62,15.93,4.79,4.18,4.27,13.91,14.65,0
454,-1,-1,119700000.0,100.0,0.0,13.93,1.97,0.79,6.41,12.89,24.99,16.23,4.78,4.54,2.92,3.3,0.82,0.18,24.91,4.45,-1
455,1,1,2780000000.0,100.0,0.0,15.16,3.61,1.63,9.91,2.18,11.89,10.45,0.1,13.57,10.3,0.0,6.08,7.01,19.54,18.88,0
456,-1,0,1420000000.0,99.97,0.0,9.03,1.12,0.6,3.89,9.95,15.68,10.37,14.12,6.31,2.83,6.07,2.4,1.02,10.93,20.31,0
457,-1,1,95710000.0,99.7,0.0,12.97,1.58,1.16,7.09,6.32,11.34,16.98,0.69,7.98,10.57,4.44,5.63,9.62,13.63,12.8,0
459,0,1,18870000.0,99.94,0.0,16.29,2.13,1.95,13.27,5.13,18.38,4.8,4.19,15.11,17.78,0.0,2.51,1.88,15.75,14.46,0
460,-1,1,953280000.0,100.0,0.0,13.72,1.99,1.42,6.99,0.98,6.05,9.69,13.87,16.5,7.28,9.23,9.46,14.21,6.16,6.56,0
461,1,1,20870000000.0,99.7,0.0,15.77,3.24,1.92,11.56,1.39,15.09,18.2,0.0,8.15,13.41,0.0,1.55,5.33,22.32,14.56,0
463,1,1,99870000.0,47.34,0.0,18.28,1.61,1.03,5.48,0.09,0.0,0.0,0.0,0.0,0.0,0.61,0.0,99.01,0.0,0.28,1
464,-1,0,278920000.0,99.88,0.0,13.47,1.34,0.8,6.08,10.59,13.14,18.65,6.63,7.84,3.8,9.43,3.64,1.69,18.73,5.86,0
465,1,1,110820000.0,98.28,0.0,12.69,1.65,1.84,4.53,4.26,15.26,25.54,0.0,12.31,1.96,0.0,0.0,5.2,24.93,10.55,0
466,-1,0,447110000.0,99.65,0.0,13.47,1.28,1.17,5.78,3.64,17.0,0.0,22.35,14.44,0.0,12.66,4.23,13.82,11.86,0.0,0
467,-1,0,3630000.0,67.22,0.0,13.95,1.72,1.0,6.6,1.1,14.68,10.03,14.04,10.18,1.76,17.96,2.66,21.31,3.16,3.12,0
468,-1,1,6660000.0,99.76,0.0,13.92,2.52,1.64,7.44,1.82,10.65,20.71,1.45,8.87,13.07,1.12,4.1,5.26,10.5,22.44,0
470,1,1,18960000.0,94.93,0.0,16.73,3.27,1.63,9.94,3.07,15.08,11.11,0.0,13.93,17.7,3.54,3.12,8.26,9.43,14.76,0
471,1,0,284570000.0,98.9,0.0,12.65,2.07,1.43,13.13,6.76,17.06,48.34,0.0,12.21,5.75,0.0,3.05,0.0,0.0,6.85,0
474,-1,1,65440000.0,99.24,0.0,14.96,2.97,1.82,10.01,3.56,10.63,11.78,0.0,14.72,13.4,0.0,5.66,10.58,12.23,17.44,0
475,1,0,593380000.0,99.61,0.0,13.53,1.32,0.89,4.2,9.51,10.49,17.84,4.29,3.0,8.15,13.74,4.47,3.22,20.0,5.3,-1
478,1,0,520760000.0,98.51,0.0,14.99,1.53,1.06,4.31,4.94,10.59,15.68,6.73,10.8,11.39,3.96,7.8,1.77,16.94,9.39,0
482,-1,1,2030000000.0,100.0,0.0,14.34,2.49,1.72,8.27,1.95,6.85,15.64,3.69,12.74,11.72,5.26,6.8,8.59,10.64,16.12,0
483,-1,-1,1670000000.0,99.67,0.01,11.55,1.15,0.64,5.98,8.85,17.94,15.13,7.67,7.74,3.76,3.3,3.61,1.79,21.39,8.82,0
484,1,1,220700000.0,99.39,0.0,13.53,1.42,1.08,6.69,7.68,11.76,18.54,4.09,11.96,11.42,3.59,3.68,5.78,13.59,7.91,0
485,1,1,407400000.0,87.78,10.69,17.05,2.97,2.02,8.8,2.46,11.89,15.4,2.5,7.77,14.49,3.33,3.56,5.43,10.23,22.94,0
486,1,0,95020000.0,68.75,25.99,16.42,1.92,1.17,8.49,6.03,14.31,16.04,9.89,3.44,8.96,4.03,0.59,4.46,15.59,16.66,0
487,1,-1,39400000.0,60.3,36.51,15.84,1.72,0.92,7.03,6.76,13.59,15.84,9.33,3.59,9.97,2.07,1.54,3.91,16.97,16.43,0
488,0,1,72280000.0,99.98,0.0,15.23,1.96,1.98,10.02,6.83,12.36,5.87,4.98,12.88,10.72,0.46,8.98,0.44,12.78,23.71,0
492,1,0,4700000.0,100.0,0.0,9.48,0.97,0.9,3.39,17.84,6.56,27.41,2.04,8.01,0.66,10.37,9.56,11.59,5.96,0.0,-1
493,-1,1,391830000.0,99.08,0.92,12.48,1.34,1.12,5.86,6.21,9.07,23.44,1.5,12.28,10.72,5.26,10.2,10.71,7.94,2.67,0
494,-1,0,3730000000.0,100.0,0.0,15.3,1.85,1.12,6.71,7.42,24.62,10.62,14.71,5.09,1.82,8.12,0.29,7.42,13.7,6.19,0
495,-1,1,179190000.0,98.71,1.29,13.18,1.54,0.91,6.86,10.25,10.87,1.42,0.0,11.07,9.19,15.93,16.3,10.43,10.59,3.95,0
497,-1,0,37900000.0,60.01,0.0,10.71,1.13,3.32,5.45,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
499,1,0,46930000.0,57.54,0.0,36.29,2.28,5.44,7.53,0.0,0.0,0.0,98.94,0.0,0.0,0.0,0.0,0.0,1.06,0.0,1
502,-1,1,114150000.0,98.9,0.33,11.07,0.82,2.14,7.38,0.0,0.46,0.15,99.23,0.0,0.0,0.0,0.0,0.0,0.16,0.0,1
503,0,1,1340000000.0,99.83,0.0,17.99,3.86,2.22,8.3,2.95,12.76,13.06,2.79,7.07,11.01,1.86,3.05,3.78,10.15,31.53,0
506,-1,1,648100000.0,100.0,0.0,14.57,2.33,1.61,7.82,2.46,8.68,16.33,7.32,11.38,10.06,5.26,5.8,7.91,10.52,14.27,0
507,0,0,53600000.0,99.83,0.0,26.05,3.34,3.39,18.25,0.0,2.96,9.45,2.07,0.0,10.83,2.9,0.98,0.0,18.44,52.37,0
508,-1,1,251850000.0,98.89,1.08,12.12,1.27,0.98,5.54,7.19,8.18,23.09,2.56,9.93,8.55,8.38,11.61,10.26,8.89,1.36,0
509,-1,1,791070000.0,100.0,0.0,12.31,2.06,0.95,7.25,4.79,17.34,1.25,0.06,13.84,8.14,12.37,5.91,14.68,12.27,9.36,0
516,1,1,181530000.0,100.0,0.0,15.3,1.69,1.54,7.01,1.72,13.63,43.78,0.0,3.92,2.91,0.0,0.0,5.21,12.17,16.67,0
519,-1,1,40550000.0,99.9,0.0,9.48,1.23,0.84,4.02,11.5,6.56,22.02,4.18,7.02,1.36,3.88,6.43,10.45,5.51,21.1,0
521,-1,0,277000000.0,99.99,0.0,10.13,1.56,0.65,4.68,13.23,48.06,4.45,0.0,0.0,5.55,0.0,8.95,4.17,0.0,15.6,0
522,-1,1,17100000000.0,99.5,0.0,12.96,1.82,1.13,6.29,3.83,17.91,14.9,0.0,10.05,1.99,25.03,5.29,9.08,3.82,8.1,0
523,-1,1,32260000.0,98.96,0.0,12.0,1.44,1.08,5.34,11.93,26.45,26.93,0.0,0.0,0.0,8.35,13.38,2.91,6.06,4.0,0
524,-1,0,576980000.0,99.18,0.0,7.48,1.04,0.72,3.49,18.99,5.16,15.66,12.8,2.44,0.0,8.5,11.03,7.88,3.08,14.46,0
526,0,0,54980000.0,99.79,0.0,30.79,4.89,3.69,16.86,0.57,12.66,6.59,0.94,3.56,36.55,0.0,2.49,0.0,8.49,28.16,0
527,0,-1,303370000.0,99.93,0.0,21.49,3.07,1.7,10.43,3.58,11.06,11.66,3.51,5.29,28.43,1.03,0.73,1.7,10.39,22.63,0
528,1,1,5440000.0,94.8,0.86,19.64,2.75,2.22,9.12,3.2,14.43,8.92,23.44,5.26,14.36,15.72,3.49,2.54,4.57,4.08,0
529,1,1,15980000.0,99.84,0.0,12.08,1.74,1.21,5.5,15.96,5.16,32.87,0.11,5.05,2.59,2.39,2.86,15.67,5.63,11.71,-1
530,0,0,105830000.0,1.5100000000000051,98.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8,0.0,17.49,51.71,0.0,0.0,0
531,1,1,37590000.0,0.07,75.2,13.6,1.97,3.55,8.14,0.0,0.0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0
532,1,1,210560000.0,100.0,0.0,14.12,1.67,1.41,5.2,1.85,20.41,26.84,0.0,7.71,0.0,0.0,0.0,7.33,14.74,21.12,0
533,0,0,17970000.0,99.9,0.0,18.46,2.56,1.96,10.81,4.48,11.18,17.25,9.67,7.47,14.27,5.8,2.16,1.06,13.57,13.09,1
534,-1,1,837260000.0,99.26,0.64,12.71,1.33,0.98,5.88,7.43,10.9,22.4,2.93,10.78,8.53,5.82,8.09,7.96,11.32,3.84,0
535,1,1,43200000.0,99.98,0.0,16.55,2.53,1.57,7.54,4.0,12.36,13.8,6.43,7.86,12.68,5.99,2.0,5.89,13.96,15.02,0
537,0,0,63810000.0,99.83,0.0,25.91,3.99,2.91,15.09,1.05,0.64,1.51,0.0,0.0,18.45,21.25,2.46,0.0,21.22,33.42,0
538,-1,1,832340000.0,99.29,0.0,14.4,1.59,1.3,6.61,2.84,9.97,23.63,15.4,5.06,1.95,11.77,15.34,1.77,9.16,3.11,0
540,-1,1,51540000.0,100.0,0.0,11.21,1.43,0.72,5.89,11.73,22.52,19.45,0.0,2.41,7.04,4.67,7.63,0.0,17.72,6.83,0
541,-1,1,3260000000.0,100.0,0.0,11.36,0.97,0.64,4.6,11.54,23.11,12.46,0.0,9.2,8.85,0.19,0.95,0.3,20.12,13.27,0
542,-1,1,15020000.0,99.81,0.0,9.33,0.53,1.1,0.85,0.0,0.0,98.53,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0
